;OrderID;AccountID;Amount;K_SYMBOL
1500;31046;1127;6260.0;Household
1501;31047;1128;2070.0;Household
1502;31048;1129;4604.0;Household
1503;31049;1129;2085.0;
1504;31050;1130;2241.0;Household
1505;31053;1133;2103.0;Household
1506;31054;1133;895.0;Household
1507;31055;1134;1973.0;Household
1508;31056;1134;6007.0;
1509;31057;1135;1735.0;Household
1510;31058;1136;3081.8;Leasing
1511;31059;1136;6249.0;Household
1512;31060;1136;2884.0;
1513;31061;1137;2121.0;Household
1514;31062;1139;3081.8;Leasing
1515;31063;1139;1191.0;Household
1516;31064;1139;3110.0;
1517;31065;1139;2386.0;Insurance payment
1518;31066;1139;479.0;
1519;31067;1140;2790.0;Household
1520;31068;1141;1028.0;Household
1521;31069;1141;907.0;
1522;31070;1141;248.0;Insurance payment
1523;31071;1142;2077.0;Household
1524;31075;1144;2250.0;Household
1525;31076;1145;478.0;Household
1526;31077;1145;1469.0;
1527;31078;1146;3437.0;Household
1528;31079;1146;1384.0;
1529;31081;1151;3263.0;Household
1530;31082;1152;2186.0;Household
1531;31083;1153;4918.0;Household
1532;31084;1153;1033.0;
1533;31085;1154;3475.0;Household
1534;31086;1155;2260.0;Household
1535;31087;1158;2171.0;Household
1536;31088;1159;6470.0;Household
1537;31089;1160;3487.0;Household
1538;31090;1160;171.0;
1539;31091;1161;3947.0;Household
1540;31096;1165;8270.0;Household
1541;31097;1166;3105.2;Loan payment
1542;31098;1166;4397.0;Household
1543;31102;1168;2432.0;Household
1544;31103;1168;1838.0;
1545;31104;1168;48.0;Insurance payment
1546;31105;1168;40.0;
1547;31106;1169;7748.0;Household
1548;31107;1169;591.0;
1549;31108;1170;2279.3;Leasing
1550;31109;1170;13057.0;Household
1551;31110;1171;7893.0;Household
1552;31111;1173;950.0;Household
1553;31112;1173;1352.0;
1554;31113;1174;720.0;Household
1555;31114;1174;829.0;
1556;31115;1174;3182.0;Insurance payment
1557;31119;1176;2267.0;Household
1558;31120;1177;541.0;Household
1559;31121;1177;3499.0;
1560;31122;1177;6306.0;Loan payment
1561;31123;1178;5639.0;Household
1562;31124;1179;2808.0;Household
1563;31125;1181;3418.0;Household
1564;31126;1181;329.0;
1565;31127;1181;123.0;Insurance payment
1566;31128;1182;1662.7;Leasing
1567;31129;1183;1882.0;Household
1568;31130;1183;1046.0;
1569;31131;1185;2581.0;Household
1570;31132;1185;249.0;Household
1571;31133;1187;2288.0;Household
1572;31134;1188;4421.0;Household
1573;31135;1189;1944.0;Household
1574;31136;1189;344.0;
1575;31137;1190;8249.0;Household
1576;31142;1193;7334.0;Household
1577;31143;1194;3171.0;Household
1578;31144;1195;1890.0;Household
1579;31145;1195;453.0;Household
1580;31146;1196;12445.0;Household
1581;31147;1197;2582.0;Household
1582;31148;1199;1948.0;Household
1583;31149;1199;762.0;
1584;31150;1200;3743.0;Household
1585;31151;1200;525.0;
1586;31152;1200;3156.0;Insurance payment
1587;31153;1201;5873.0;Household
1588;31154;1201;1836.0;
1589;31159;1203;465.0;Household
1590;31160;1203;3232.0;
1591;31161;1203;118.0;Insurance payment
1592;31162;1203;346.0;
1593;31163;1204;2154.0;Household
1594;31164;1204;4992.0;
1595;31165;1205;2989.0;Household
1596;31166;1206;3279.0;Household
1597;31167;1207;9252.0;Household
1598;31168;1207;1110.0;Leasing
1599;31169;1208;4426.0;Household
1600;31170;1208;2126.0;
1601;31171;1209;3568.0;Household
1602;31172;1211;3073.0;Household
1603;31173;1211;890.0;
1604;31174;1211;372.0;Insurance payment
1605;31175;1212;2805.0;Household
1606;31176;1213;2984.0;Household
1607;31177;1214;4469.0;Household
1608;31178;1215;2508.0;Household
1609;31179;1216;2349.0;Household
1610;31180;1217;151.0;Household
1611;31181;1217;1956.0;
1612;31182;1218;3213.4;Leasing
1613;31183;1219;3986.0;Household
1614;31184;1220;2770.0;Household
1615;31185;1221;3213.4;Leasing
1616;31186;1222;1727.0;Household
1617;31187;1223;1398.0;Household
1618;31188;1223;4963.0;
1619;31194;1226;3826.0;Household
1620;31195;1227;5511.0;Household
1621;31196;1227;101.0;
1622;31197;1227;980.0;Insurance payment
1623;31198;1227;2344.0;
1624;31199;1228;1980.0;Household
1625;31200;1229;5505.0;Household
1626;31201;1230;3213.4;Leasing
1627;31202;1231;3485.0;Household
1628;31203;1231;665.0;Leasing
1629;31204;1233;2260.0;Household
1630;31205;1234;2236.0;Household
1631;31206;1235;1843.0;Household
1632;31207;1235;1049.0;Household
1633;31208;1238;2256.0;Household
1634;31209;1239;3744.0;Household
1635;31210;1240;4353.0;Household
1636;31211;1241;1368.0;Household
1637;31212;1241;2201.0;
1638;31213;1241;227.0;Insurance payment
1639;31214;1242;5355.7;Loan payment
1640;31215;1242;4910.0;Household
1641;31216;1242;3674.0;
1642;31217;1242;422.0;Insurance payment
1643;31218;1242;38.0;
1644;31219;1244;903.0;Household
1645;31220;1244;2122.0;
1646;31221;1244;406.0;Insurance payment
1647;31222;1244;54.0;
1648;31223;1244;748.0;Loan payment
1649;31224;1245;3611.0;Household
1650;31225;1246;3239.0;Household
1651;31226;1247;2077.0;Loan payment
1652;31227;1248;3176.0;Household
1653;31228;1249;704.0;Household
1654;31229;1249;392.0;
1655;31230;1249;1361.0;Insurance payment
1656;31231;1250;3805.2;Loan payment
1657;31232;1250;61.0;Household
1658;31233;1250;10069.0;
1659;31234;1251;7870.0;Household
1660;31235;1252;4114.7;Loan payment
1661;31236;1253;3865.0;Household
1662;31237;1253;5330.0;
1663;31238;1255;4598.0;Loan payment
1664;31239;1256;1178.0;Household
1665;31240;1256;5450.0;
1666;31241;1256;1974.0;Loan payment
1667;31242;1257;4387.0;Household
1668;31243;1258;759.0;Household
1669;31244;1258;1174.0;
1670;31245;1259;724.0;Household
1671;31246;1259;2108.0;
1672;31247;1259;464.0;Insurance payment
1673;31248;1259;1429.0;Loan payment
1674;31249;1260;6594.0;Household
1675;31250;1261;9222.0;Household
1676;31251;1262;2821.0;Household
1677;31252;1264;6605.0;Household
1678;31253;1265;1870.0;Household
1679;31254;1266;9291.0;Household
1680;31255;1267;2271.0;Household
1681;31256;1267;867.0;
1682;31257;1267;21.0;Insurance payment
1683;31258;1267;1672.0;
1684;31259;1268;2220.0;Household
1685;31260;1269;6840.0;Household
1686;31261;1269;599.0;
1687;31262;1270;2077.3;Loan payment
1688;31263;1270;4162.0;Household
1689;31264;1271;4128.0;Household
1690;31265;1272;1246.4;Leasing
1691;31266;1273;3863.0;Household
1692;31267;1275;1903.0;Household
1693;31268;1276;3839.0;Household
1694;31269;1276;508.0;
1695;31270;1276;169.0;Insurance payment
1696;31271;1277;3175.0;Household
1697;31276;1279;3587.0;Household
1698;31277;1280;2491.0;Household
1699;31282;1284;4375.5;Loan payment
1700;31283;1285;7213.0;Household
1701;31284;1286;8500.0;Household
1702;31285;1287;2623.0;Household
1703;31286;1287;6619.0;
1704;31287;1287;525.0;Insurance payment
1705;31288;1288;2948.0;Household
1706;31289;1289;6950.0;Household
1707;31291;1291;1333.0;Household
1708;31292;1291;335.0;Household
1709;31293;1292;1653.0;Household
1710;31294;1292;1457.0;
1711;31295;1292;221.0;Insurance payment
1712;31296;1293;3484.0;Household
1713;31297;1294;1404.0;Household
1714;31298;1294;2177.0;
1715;31299;1295;3282.0;Household
1716;31300;1296;1607.0;Household
1717;31301;1297;2878.0;Household
1718;31302;1297;3311.0;
1719;31303;1298;5822.0;Household
1720;31304;1299;317.0;Household
1721;31305;1299;2291.0;
1722;31308;1302;3924.0;Household
1723;31309;1303;3601.0;Household
1724;31310;1304;2368.9;Leasing
1725;31311;1306;5023.0;Household
1726;31312;1306;942.0;
1727;31313;1306;1888.0;Insurance payment
1728;31314;1307;3297.0;Household
1729;31315;1308;3206.0;Household
1730;31316;1309;2600.0;Leasing
1731;31317;1309;10199.0;Household
1732;31318;1311;9327.0;Household
1733;31319;1312;1690.0;Household
1734;31320;1314;6889.0;Household
1735;31321;1315;2813.0;Household
1736;31322;1315;299.0;
1737;31323;1315;3160.0;Insurance payment
1738;31324;1316;1130.0;Household
1739;31325;1316;619.0;
1740;31326;1316;233.0;Insurance payment
1741;31327;1317;3493.0;Household
1742;31328;1318;5154.0;Loan payment
1743;31329;1318;8677.0;Household
1744;31330;1318;1762.0;
1745;31331;1318;2015.0;Insurance payment
1746;31332;1318;744.0;
1747;31333;1319;6185.0;Household
1748;31334;1319;884.0;
1749;31335;1319;1362.0;Insurance payment
1750;31336;1320;4377.0;Household
1751;31337;1320;907.0;
1752;31338;1320;149.0;Insurance payment
1753;31339;1320;80.0;
1754;31340;1321;2683.0;Household
1755;31341;1321;636.0;Leasing
1756;31342;1322;1485.0;Household
1757;31343;1322;1431.0;Household
1758;31344;1323;9720.0;Household
1759;31345;1324;2741.0;Household
1760;31346;1324;680.0;
1761;31347;1325;362.0;Household
1762;31348;1325;1766.0;
1763;31349;1326;96.0;Household
1764;31350;1326;786.0;
1765;31351;1326;1207.0;Insurance payment
1766;31352;1326;954.0;
1767;31353;1328;3249.8;Leasing
1768;31354;1329;1960.2;Loan payment
1769;31355;1329;3368.0;Household
1770;31356;1329;5081.0;
1771;31358;1331;1096.0;Household
1772;31359;1331;3320.0;
1773;31360;1332;4755.0;Household
1774;31361;1333;6508.0;Household
1775;31362;1335;5367.0;Household
1776;31363;1335;1044.0;
1777;31364;1336;9426.0;Household
1778;31365;1337;3264.0;Household
1779;31366;1338;4545.0;Household
1780;31367;1338;897.0;
1781;31368;1338;157.0;Insurance payment
1782;31369;1340;818.0;Household
1783;31370;1340;472.0;
1784;31371;1340;1120.0;Insurance payment
1785;31372;1341;2098.0;Household
1786;31373;1342;1079.0;Leasing
1787;31374;1342;2517.0;Household
1788;31375;1342;1011.0;
1789;31376;1342;3665.0;Insurance payment
1790;31380;1345;3294.0;Household
1791;31381;1345;848.0;
1792;31382;1346;1592.0;Household
1793;31383;1346;475.0;
1794;31384;1347;2066.0;Household
1795;31385;1348;5025.0;Household
1796;31386;1348;17.0;
1797;31387;1348;492.0;Insurance payment
1798;31388;1349;2292.0;Household
1799;31389;1349;1521.0;Household
1800;31390;1350;1079.0;Leasing
1801;31391;1350;6875.0;Household
1802;31392;1350;3493.0;
1803;31393;1351;2227.0;Household
1804;31394;1352;2976.0;Household
1805;31395;1352;3445.0;
1806;31396;1352;370.0;Insurance payment
1807;31397;1352;213.0;
1808;31398;1353;651.0;Household
1809;31399;1353;6646.0;
1810;31400;1354;3080.0;Household
1811;31401;1355;3606.0;Household
1812;31402;1357;2290.0;Household
1813;31403;1358;2980.0;Household
1814;31404;1361;6195.0;Household
1815;31405;1363;5046.0;Household
1816;31406;1363;1517.0;
1817;31407;1363;82.0;Insurance payment
1818;31408;1363;243.0;
1819;31411;1365;2314.0;Household
1820;31412;1366;4773.0;Household
1821;31413;1366;310.0;
1822;31414;1366;1.0;Insurance payment
1823;31415;1367;3872.0;Household
1824;31416;1367;193.0;
1825;31417;1367;717.0;Insurance payment
1826;31418;1367;431.0;
1827;31419;1368;4439.0;Household
1828;31420;1369;6005.0;Household
1829;31421;1369;1738.0;
1830;31422;1370;1852.0;Household
1831;31423;1371;3074.0;Household
1832;31424;1373;1628.0;Household
1833;31425;1373;346.0;
1834;31426;1374;8107.3;Loan payment
1835;31427;1375;5930.0;Household
1836;31428;1375;1889.0;Loan payment
1837;31429;1376;2731.0;Household
1838;31430;1377;2272.0;Household
1839;31431;1378;2953.0;Household
1840;31432;1378;1347.0;
1841;31433;1378;693.0;Insurance payment
1842;31434;1378;881.0;
1843;31435;1379;6953.0;Household
1844;31436;1380;8829.0;Household
1845;31437;1380;1100.0;
1846;31438;1380;1200.0;Leasing
1847;31439;1381;2705.0;Household
1848;31440;1382;2059.0;Household
1849;31441;1383;2173.0;Household
1850;31442;1385;9834.0;Household
1851;31447;1389;5227.7;Loan payment
1852;31448;1389;6376.0;Household
1853;31449;1390;1011.0;Household
1854;31450;1390;6147.0;
1855;31451;1391;3053.0;Household
1856;31452;1392;3081.0;Household
1857;31453;1392;4216.0;
1858;31454;1393;5254.0;Household
1859;31455;1394;1454.0;Household
1860;31456;1394;646.0;Household
1861;31457;1395;3432.0;Household
1862;31458;1396;14707.0;Household
1863;31459;1397;8319.0;Household
1864;31460;1399;5427.0;Household
1865;31461;1399;13.0;
1866;31462;1399;29.0;Insurance payment
1867;31463;1399;345.0;
1868;31468;1401;2463.0;Household
1869;31469;1402;2073.0;Household
1870;31470;1402;2221.0;
1871;31471;1402;471.0;Insurance payment
1872;31472;1402;374.0;
1873;31473;1403;9120.0;Household
1874;31474;1404;2121.0;Leasing
1875;31475;1404;6306.0;Household
1876;31476;1404;123.0;
1877;31477;1404;53.0;Insurance payment
1878;31478;1404;483.0;
1879;31479;1405;2229.0;Household
1880;31480;1405;158.0;
1881;31481;1406;2302.0;Household
1882;31482;1406;458.0;Household
1883;31483;1407;5227.7;Loan payment
1884;31484;1407;14882.0;Household
1885;31487;1410;3816.0;Household
1886;31488;1411;5174.0;Household
1887;31489;1412;936.0;Household
1888;31490;1412;1773.0;
1889;31491;1412;1110.0;Insurance payment
1890;31492;1413;2016.0;Household
1891;31493;1413;3477.0;
1892;31494;1413;620.0;Insurance payment
1893;31495;1414;1920.0;Household
1894;31496;1414;5397.0;
1895;31497;1414;1817.0;Insurance payment
1896;31500;1416;3688.0;Leasing
1897;31501;1417;7394.0;Household
1898;31502;1418;6759.0;Household
1899;31503;1419;3305.0;Household
1900;31504;1420;1794.0;Household
1901;31505;1422;2655.0;Household
1902;31506;1423;2394.0;Household
1903;31507;1423;1213.0;
1904;31508;1424;6224.0;Household
1905;31509;1425;4069.0;Household
1906;31510;1426;2681.0;Household
1907;31511;1427;6046.0;Household
1908;31513;1429;2166.0;Household
1909;31514;1430;4127.0;Loan payment
1910;31515;1432;3267.2;Leasing
1911;31516;1432;13590.0;Household
1912;31518;1434;3214.0;Household
1913;31519;1435;7949.0;Household
1914;31520;1436;3104.0;Household
1915;31521;1437;1753.0;Household
1916;31522;1437;314.0;
1917;31523;1437;65.0;Insurance payment
1918;31524;1437;29.0;
1919;31525;1439;2122.0;Household
1920;31526;1440;56.0;Household
1921;31527;1440;2020.0;
1922;31528;1440;56.0;Insurance payment
1923;31529;1441;2425.0;Household
1924;31530;1442;5950.0;Household
1925;31531;1443;7505.0;Household
1926;31532;1444;2024.0;Household
1927;31533;1445;1361.0;Household
1928;31534;1445;668.0;
1929;31535;1445;1075.0;Insurance payment
1930;31536;1445;1420.0;
1931;31537;1446;4877.0;Household
1932;31538;1447;2084.7;Loan payment
1933;31539;1447;8210.0;Household
1934;31540;1448;7156.0;Loan payment
1935;31541;1449;2820.0;Household
1936;31542;1449;320.0;
1937;31543;1450;3103.0;Household
1938;31544;1451;3734.0;Household
1939;31545;1453;1250.8;Leasing
1940;31546;1453;6820.0;Household
1941;31547;1456;1250.8;Leasing
1942;31553;1458;3259.0;Household
1943;31554;1459;1542.0;Household
1944;31555;1459;582.0;
1945;31556;1460;3417.0;Household
1946;31557;1461;4217.1;Leasing
1947;31558;1461;8705.0;Household
1948;31560;1463;719.0;Household
1949;31561;1463;1505.0;
1950;31562;1465;1904.0;Household
1951;31563;1465;218.0;
1952;31564;1466;10056.0;Household
1953;31565;1467;6814.0;Household
1954;31566;1468;439.0;Household
1955;31567;1468;1710.0;
1956;31568;1469;3574.0;Household
1957;31569;1470;4060.0;Household
1958;31570;1471;7823.0;Household
1959;31571;1471;12.0;
1960;31572;1471;176.0;Insurance payment
1961;31573;1472;3527.0;Household
1962;31574;1472;2375.0;
1963;31575;1473;1984.0;Household
1964;31576;1474;2695.0;Household
1965;31577;1476;3467.0;Household
1966;31578;1477;2100.0;Household
1967;31579;1478;11931.0;Household
1968;31580;1479;2162.0;Household
1969;31581;1480;3425.2;Loan payment
1970;31582;1481;2065.0;Household
1971;31583;1482;2687.0;Household
1972;31584;1482;1766.0;
1973;31585;1482;335.0;Insurance payment
1974;31586;1483;1962.0;Household
1975;31587;1483;2701.0;
1976;31588;1484;2346.0;Household
1977;31589;1484;794.0;Household
1978;31590;1485;336.0;Household
1979;31591;1485;5949.0;
1980;31592;1485;1018.0;Leasing
1981;31593;1486;3592.0;Household
1982;31594;1486;2291.0;
1983;31595;1486;2235.0;Insurance payment
1984;31596;1487;2204.0;Household
1985;31597;1488;5850.0;Household
1986;31598;1488;230.0;
1987;31601;1490;1657.7;Leasing
1988;31602;1491;6966.0;Household
1989;31603;1492;1546.0;Household
1990;31604;1493;2264.0;Household
1991;31605;1493;51.0;Household
1992;31606;1495;3059.0;Household
1993;31607;1495;670.0;
1994;31608;1496;6931.0;Household
1995;31609;1496;161.0;
1996;31610;1496;33.0;Insurance payment
1997;31611;1497;261.0;Household
1998;31612;1497;5463.0;
1999;31613;1498;2762.8;Loan payment
2000;31614;1499;3666.0;Household
2001;31615;1500;4119.0;Household
2002;31616;1501;2292.0;Household
2003;31617;1502;7338.0;Household
2004;31618;1503;3171.0;Household
2005;31619;1504;619.0;Household
2006;31620;1504;4887.0;
2007;31621;1506;9498.0;Loan payment
2008;31622;1507;6619.0;Household
2009;31623;1508;1657.7;Leasing
2010;31624;1508;8967.0;Household
2011;31625;1509;4943.0;Household
2012;31626;1509;2320.0;
2013;31627;1510;9985.0;Household
2014;31628;1511;1657.7;Leasing
2015;31629;1512;8822.0;Household
2016;31630;1513;1632.0;Household
2017;31631;1513;3912.0;
2018;31632;1513;1316.0;Insurance payment
2019;31633;1513;689.0;
2020;31634;1514;1547.0;Household
2021;31635;1514;2234.0;Household
2022;31636;1515;1538.0;Household
2023;31637;1515;774.0;
2024;31638;1515;2907.0;Insurance payment
2025;31639;1516;2277.0;Household
2026;31640;1517;2601.0;Household
2027;31641;1519;3443.0;Household
2028;31642;1520;2943.0;Household
2029;31643;1521;3024.0;Household
2030;31644;1523;1684.0;Household
2031;31645;1523;9843.0;
2032;31646;1524;2705.0;Household
2033;31647;1525;1625.0;Household
2034;31648;1526;4433.0;Household
2035;31649;1527;4557.2;Loan payment
2036;31651;1528;3981.0;Loan payment
2037;31652;1529;1059.0;Household
2038;31653;1529;1463.0;
2039;31654;1529;77.0;Insurance payment
2040;31655;1530;3700.0;Household
2041;31658;1532;7903.0;Household
2042;31661;1534;7451.0;Household
2043;31662;1534;2155.0;
2044;31663;1535;2757.0;Household
2045;31664;1536;13204.0;Household
2046;31665;1538;10288.0;Household
2047;31668;1540;4540.0;Household
2048;31669;1540;3057.0;
2049;31670;1540;1164.0;Leasing
2050;31671;1542;2655.0;Household
2051;31672;1544;9526.0;Household
2052;31673;1544;189.0;
2053;31674;1545;2625.0;Household
2054;31675;1545;1112.0;
2055;31676;1546;4173.0;Household
2056;31677;1548;2106.0;Household
2057;31678;1549;4052.0;Household
2058;31679;1550;4708.0;Household
2059;31680;1551;747.0;Household
2060;31681;1551;2316.0;Household
2061;31682;1552;5263.0;Household
2062;31683;1552;1021.0;Leasing
2063;31684;1554;6551.0;Household
2064;31685;1555;3263.0;Household
2065;31686;1556;1837.0;Household
2066;31687;1557;2253.0;Household
2067;31688;1558;1148.0;Household
2068;31689;1558;2899.0;
2069;31690;1558;1384.0;Leasing
2070;31691;1559;8004.0;Household
2071;31692;1560;3332.0;Household
2072;31693;1560;244.0;
2073;31694;1560;437.0;Insurance payment
2074;31695;1560;1137.0;Leasing
2075;31696;1561;1924.0;Household
2076;31697;1561;51.0;Household
2077;31698;1562;1933.0;Household
2078;31699;1565;610.0;Household
2079;31700;1565;2095.0;
2080;31701;1565;383.0;Insurance payment
2081;31702;1566;4375.0;Household
2082;31703;1566;1164.0;
2083;31704;1566;1622.0;Insurance payment
2084;31705;1566;948.0;
2085;31706;1567;480.0;Household
2086;31707;1567;6000.0;
2087;31708;1567;3455.0;Insurance payment
2088;31709;1568;4399.0;Household
2089;31710;1568;49.0;
2090;31711;1568;1028.0;Insurance payment
2091;31712;1568;1627.0;Leasing
2092;31717;1570;2865.0;Household
2093;31718;1571;7692.0;Household
2094;31719;1572;7596.0;Household
2095;31720;1573;3638.0;Household
2096;31721;1574;2390.0;Household
2097;31722;1575;2998.0;Household
2098;31723;1576;11816.0;Household
2099;31724;1577;1282.0;Household
2100;31725;1577;988.0;
2101;31726;1577;290.0;Insurance payment
2102;31727;1578;1825.0;Household
2103;31728;1579;3377.0;Household
2104;31729;1580;8094.2;Loan payment
2105;31730;1581;5758.0;Household
2106;31731;1582;1917.0;Household
2107;31732;1583;8094.2;Loan payment
2108;31733;1584;1983.0;Household
2109;31734;1586;5504.0;Household
2110;31735;1588;2443.0;Household
2111;31736;1590;5847.0;Household
2112;31737;1590;1025.0;
2113;31738;1590;551.0;Insurance payment
2114;31739;1590;127.0;
2115;31740;1591;7680.0;Household
2116;31741;1591;26.0;
2117;31742;1591;153.0;Insurance payment
2118;31743;1592;224.0;Household
2119;31744;1592;1613.0;Household
2120;31745;1593;2086.0;Household
2121;31746;1594;4577.0;Household
2122;31747;1594;1596.0;
2123;31748;1594;54.0;Insurance payment
2124;31752;1596;1306.0;Household
2125;31753;1596;1997.0;Household
2126;31754;1597;2376.0;Household
2127;31755;1598;5438.0;Household
2128;31756;1598;7384.0;
2129;31757;1599;1337.0;Household
2130;31758;1599;4004.0;
2131;31759;1600;3234.0;Household
2132;31760;1601;2694.0;Household
2133;31761;1602;2033.0;Household
2134;31762;1603;2359.0;Household
2135;31763;1603;1187.0;
2136;31764;1603;6578.0;Loan payment
2137;31765;1604;7088.0;Household
2138;31766;1605;3353.0;Household
2139;31767;1607;9958.0;Household
2140;31768;1608;3425.0;Household
2141;31769;1609;2017.0;Household
2142;31770;1610;6258.0;Household
2143;31771;1611;403.0;Household
2144;31772;1611;3403.0;
2145;31773;1613;3628.0;Household
2146;31774;1614;5763.0;Household
2147;31775;1615;3124.0;Household
2148;31776;1616;2642.0;Household
2149;31777;1617;1536.0;Household
2150;31778;1618;2265.0;Household
2151;31779;1619;3220.0;Household
2152;31780;1620;1931.0;Household
2153;31781;1621;7887.0;Household
2154;31782;1622;2357.0;Household
2155;31783;1622;1028.0;
2156;31784;1623;9160.0;Household
2157;31785;1624;1017.0;Household
2158;31786;1624;1120.0;Household
2159;31787;1625;185.0;Household
2160;31788;1625;1727.0;
2161;31789;1625;679.0;Insurance payment
2162;31790;1625;1522.0;
2163;31791;1628;2850.0;Household
2164;31792;1629;3137.0;Household
2165;31793;1630;3595.0;Household
2166;31794;1631;2743.0;Household
2167;31795;1632;1977.6;Leasing
2168;31796;1633;2145.0;Household
2169;31797;1635;5683.0;Household
2170;31798;1636;4964.0;Household
2171;31799;1637;774.0;Household
2172;31800;1637;2569.0;Household
2173;31801;1638;2676.0;Loan payment
2174;31802;1638;9749.0;Household
2175;31806;1640;4783.0;Household
2176;31807;1641;1977.6;Leasing
2177;31808;1641;7532.0;Household
2178;31809;1641;1294.0;
2179;31810;1641;423.0;Insurance payment
2180;31811;1642;3597.0;Household
2181;31816;1644;2534.0;Household
2182;31817;1644;1022.0;
2183;31818;1644;17.0;Insurance payment
2184;31819;1645;9078.0;Household
2185;31820;1646;6521.0;Household
2186;31821;1646;1651.0;
2187;31822;1647;2412.0;Household
2188;31823;1647;1199.0;
2189;31824;1647;12.0;Insurance payment
2190;31825;1650;3649.0;Household
2191;31826;1650;9100.0;
2192;31827;1651;1581.7;Leasing
2193;31828;1652;3422.0;Household
2194;31829;1653;4656.0;Household
2195;31830;1655;4277.0;Household
2196;31831;1655;3827.0;
2197;31832;1656;3954.3;Loan payment
2198;31833;1656;12113.0;Household
2199;31834;1657;2156.0;Household
2200;31835;1658;1950.0;Household
2201;31836;1658;172.0;
2202;31837;1659;2806.0;Household
2203;31838;1660;2372.6;Leasing
2204;31843;1662;9626.0;Household
2205;31844;1663;2220.0;Household
2206;31845;1663;420.0;Household
2207;31846;1664;5454.0;Household
2208;31847;1665;1578.0;Household
2209;31848;1666;2164.0;Household
2210;31849;1668;3275.0;Household
2211;31850;1669;5562.0;Household
2212;31851;1670;1242.0;Household
2213;31852;1670;1312.0;Household
2214;31853;1671;2507.0;Household
2215;31854;1671;502.0;Household
2216;31855;1672;3898.0;Household
2217;31856;1673;2447.0;Household
2218;31857;1674;3804.0;Household
2219;31858;1675;2125.0;Household
2220;31861;1677;5530.0;Household
2221;31862;1678;2952.0;Household
2222;31863;1678;1778.0;
2223;31864;1679;5087.0;Household
2224;31865;1680;5955.0;Household
2225;31866;1681;8550.0;Household
2226;31867;1681;6.0;
2227;31868;1681;1032.0;Insurance payment
2228;31869;1683;1342.0;Household
2229;31870;1683;3239.0;
2230;31871;1683;345.0;Insurance payment
2231;31872;1684;2123.0;Leasing
2232;31873;1685;7968.0;Household
2233;31874;1686;1532.0;Household
2234;31875;1686;1225.0;
2235;31877;1688;2249.0;Household
2236;31878;1689;2128.0;Household
2237;31879;1690;3311.0;Household
2238;31880;1691;720.0;Household
2239;31881;1691;1214.0;
2240;31884;1693;2482.0;Leasing
2241;31885;1693;11276.0;Household
2242;31886;1695;14658.0;Household
2243;31887;1696;2159.0;Household
2244;31888;1697;408.0;Household
2245;31889;1697;1778.0;
2246;31890;1697;35.0;Insurance payment
2247;31891;1698;9642.0;Household
2248;31892;1698;3943.0;Loan payment
2249;31893;1699;3463.0;Household
2250;31894;1699;19.0;Household
2251;31895;1700;6765.0;Household
2252;31896;1701;4425.3;Leasing
2253;31897;1701;7571.0;Household
2254;31898;1702;4689.0;Household
2255;31899;1703;3554.0;Household
2256;31900;1704;3285.0;Household
2257;31901;1705;5502.0;Household
2258;31902;1706;2058.0;Household
2259;31903;1707;1196.9;Leasing
2260;31904;1707;7830.0;Household
2261;31905;1708;4519.0;Household
2262;31906;1708;3339.0;
2263;31907;1709;3227.0;Household
2264;31908;1710;2071.0;Household
2265;31909;1711;183.0;Household
2266;31910;1711;188.0;
2267;31911;1711;2158.0;Insurance payment
2268;31912;1712;1626.0;Household
2269;31913;1714;3028.0;Household
2270;31914;1716;3575.0;Household
2271;31915;1716;1032.0;
2272;31916;1717;2500.0;Household
2273;31917;1718;7178.0;Loan payment
2274;31918;1718;14456.0;Household
2275;31919;1719;2768.0;Household
2276;31920;1722;4472.0;Household
2277;31921;1723;1092.0;Household
2278;31922;1723;3904.0;
2279;31923;1723;4676.0;Insurance payment
2280;31924;1723;8.0;
2281;31925;1724;1604.0;Household
2282;31926;1726;4438.0;Household
2283;31927;1726;2082.0;
2284;31928;1726;74.0;Insurance payment
2285;31929;1726;115.0;
2286;31930;1727;1794.0;Household
2287;31931;1727;1093.0;
2288;31932;1727;3723.0;Insurance payment
2289;31933;1728;4954.0;Household
2290;31934;1729;6554.0;Household
2291;31935;1730;1978.0;Household
2292;31936;1731;2631.0;Household
2293;31937;1732;8050.0;Household
2294;31938;1733;3126.0;Leasing
2295;31939;1733;5808.0;Household
2296;31940;1734;9431.0;Household
2297;31941;1736;3666.0;Household
2298;31942;1737;3103.0;Household
2299;31943;1737;2329.0;
2300;31944;1738;1998.0;Household
2301;31945;1739;9979.0;Household
2302;31946;1740;2713.0;Household
2303;31947;1741;2366.0;Household
2304;31948;1742;3827.0;Household
2305;31949;1743;2279.0;Household
2306;31950;1744;3317.0;Household
2307;31951;1747;871.0;Household
2308;31952;1747;1118.0;
2309;31956;1749;4560.8;Leasing
2310;31957;1749;9678.0;Household
2311;31958;1750;4028.0;Household
2312;31959;1750;5517.0;
2313;31964;1756;6307.0;Household
2314;31965;1758;9384.0;Household
2315;31966;1758;355.0;
2316;31967;1759;1856.0;Household
2317;31968;1759;1866.0;
2318;31969;1760;1458.0;Household
2319;31970;1760;251.0;Household
2320;31971;1761;3048.0;Household
2321;31972;1761;3407.0;
2322;31973;1761;294.0;Insurance payment
2323;31974;1762;853.0;Household
2324;31975;1762;3352.0;
